Customer_ID,Age,Gender,City,Annual_Income,Total_Spending,Average_Order_Value,Purchase_Frequency,Preferred_Category,Discount_Usage,Days_Since_Last_Purchase,Customer_Lifetime_Months,Spending_To_Income_Ratio,Monthly_Spend_Velocity,Discount_Sensitivity,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,RFM_Sum,RFM_Segment,Predicted_CLV_3Yr,CLV_Tier,Cluster,Customer_Persona
LUM-2049,51,Female,Tokyo,100100.0,4151.0,207.55,20,Skincare,0.47,22,56,0.0415,74.12,High,3,3,4,334,10,Loyal Customers,1422.21,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2050,29,Female,London,81700.0,2502.7,227.52,11,Skincare,0.27,42,28,0.0306,89.38,Moderate,2,1,2,212,5,Lost Customers,1715.02,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2051,40,Female,Dubai,86200.0,3387.12,241.94,14,Skincare,0.09,89,14,0.0393,241.94,Low,1,2,3,123,6,At Risk,4642.34,Silver Tier 🥈,2,Budget Conscious 💄
LUM-2052,41,Female,Dubai,65800.0,2666.09,205.08,13,Haircare,0.51,16,10,0.0405,266.61,High,4,1,2,412,7,Potential Loyalists,5115.71,Gold Tier 🥇,3,At-Risk Customers ⚠️
LUM-2053,38,Female,New York,86500.0,3974.85,113.57,35,Haircare,0.23,81,12,0.046,331.24,Moderate,1,5,4,154,10,Loyal Customers,6355.83,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-2054,29,Male,Milan,64500.0,2875.38,221.18,13,Makeup,0.68,87,18,0.0446,159.74,High,1,1,2,112,4,Lost Customers,3065.09,Silver Tier 🥈,2,Budget Conscious 💄
LUM-2055,28,Female,New York,120200.0,4855.28,115.6,42,Skincare,0.88,93,54,0.0404,89.91,High,1,5,5,155,11,Loyal Customers,1725.19,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-2056,35,Female,Paris,25500.0,1525.2,217.89,7,Skincare,0.2,11,28,0.0598,54.47,Moderate,4,1,1,411,6,Lost Customers,1045.17,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2057,48,Female,Dubai,101800.0,4076.63,194.13,21,Fragrance,0.22,17,10,0.04,407.66,Moderate,4,3,4,434,11,Loyal Customers,7822.18,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-2058,41,Female,New York,96800.0,4347.71,207.03,21,Fragrance,0.21,71,43,0.0449,101.11,Moderate,1,3,4,134,8,Loyal Customers,1940.1,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2059,31,Female,London,93600.0,3084.42,171.36,18,Makeup,0.19,15,47,0.033,65.63,Low,4,2,2,422,8,Potential Loyalists,1259.31,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2060,44,Female,Milan,120900.0,4775.36,191.01,25,Skincare,0.2,32,31,0.0395,154.04,Moderate,2,4,5,245,11,Loyal Customers,2955.72,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-2061,18,Female,Milan,75000.0,3463.94,247.42,14,Makeup,0.26,4,22,0.0462,157.45,Moderate,5,2,3,523,10,Potential Loyalists,3021.15,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-2062,48,Male,Tokyo,93900.0,3219.08,97.55,33,Fragrance,0.3,2,19,0.0343,169.43,Moderate,5,5,3,553,13,Loyal Customers,3251.02,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-2063,18,Female,London,24900.0,1622.88,135.24,12,Fragrance,0.12,18,21,0.0652,77.28,Low,4,1,1,411,6,Lost Customers,1482.85,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2064,32,Female,Tokyo,70500.0,2739.15,182.61,15,Haircare,0.06,30,19,0.0389,144.17,Low,3,2,2,322,7,Potential Loyalists,2766.33,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-2065,23,Male,New York,115000.0,4557.94,239.89,19,Makeup,0.07,17,41,0.0396,111.17,Low,4,3,5,435,12,Loyal Customers,2133.13,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2066,21,Female,Los Angeles,38100.0,1599.39,94.08,17,Makeup,0.19,30,3,0.042,533.13,Low,3,2,1,321,6,Need Attention,10229.7,Platinum Tier 💎,3,At-Risk Customers ⚠️
LUM-2067,48,Female,Paris,90600.0,3958.75,84.23,47,Skincare,0.17,25,54,0.0437,73.31,Low,3,5,4,354,12,Loyal Customers,1406.67,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-2068,30,Female,London,61300.0,2558.99,88.24,29,Skincare,0.3,40,31,0.0417,82.55,Moderate,2,4,2,242,8,At Risk,1583.97,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-2069,39,Female,London,81100.0,3592.24,89.81,40,Haircare,0.06,36,16,0.0443,224.52,Low,2,5,3,253,10,Loyal Customers,4308.09,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-2070,35,Male,London,63400.0,2849.6,237.47,12,Bath & Body,0.38,19,19,0.0449,149.98,High,3,1,2,312,6,Potential Loyalists,2877.82,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-2071,41,Female,Tokyo,41300.0,1707.36,213.42,8,Bath & Body,0.23,19,15,0.0413,113.82,Moderate,3,1,1,311,5,Need Attention,2183.98,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2072,36,Male,New York,98500.0,4098.06,195.15,21,Bath & Body,0.18,5,31,0.0416,132.2,Low,5,3,4,534,12,Loyal Customers,2536.65,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2073,21,Male,London,83300.0,3216.43,169.29,19,Makeup,0.07,25,36,0.0386,89.35,Low,3,3,3,333,9,Loyal Customers,1714.45,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2074,46,Female,Los Angeles,106400.0,4243.24,212.16,20,Makeup,0.4,30,29,0.0399,146.32,High,3,3,4,334,10,Loyal Customers,2807.59,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-2075,30,Male,London,112800.0,4356.02,106.24,41,Fragrance,0.03,22,48,0.0386,90.75,Low,3,5,4,354,12,Loyal Customers,1741.31,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-2076,18,Female,Milan,127900.0,5246.47,145.74,36,Makeup,0.18,13,35,0.041,149.9,Low,4,5,5,455,14,Champions,2876.28,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-2077,31,Non-Binary,Paris,89700.0,3801.6,165.29,23,Makeup,0.15,44,31,0.0424,122.63,Low,2,3,4,234,9,Loyal Customers,2353.02,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2078,52,Female,Milan,129400.0,5019.78,104.58,48,Makeup,0.33,2,39,0.0388,128.71,Moderate,5,5,5,555,15,Champions,2469.69,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-2079,45,Female,Milan,50800.0,2072.29,148.02,14,Haircare,0.62,86,41,0.0408,50.54,High,1,2,1,121,4,At Risk,969.76,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-2080,32,Female,Paris,116800.0,4207.3,135.72,31,Makeup,0.48,1,21,0.036,200.35,High,5,4,4,544,13,Champions,3844.32,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-2081,32,Female,Los Angeles,101100.0,4079.2,86.79,47,Skincare,0.25,114,48,0.0403,84.98,Moderate,1,5,4,154,10,Loyal Customers,1630.6,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-2082,32,Female,New York,93200.0,3572.31,102.07,35,Skincare,0.05,21,26,0.0383,137.4,Low,3,5,3,353,11,Loyal Customers,2636.43,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-2083,58,Female,Milan,100600.0,3457.6,216.1,16,Fragrance,0.46,18,16,0.0344,216.1,High,4,2,3,423,9,Potential Loyalists,4146.53,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-2084,40,Female,New York,51400.0,1899.99,82.61,23,Haircare,0.09,10,49,0.037,38.78,Low,4,3,1,431,8,Lost Customers,744.11,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2085,40,Female,Milan,43100.0,2496.26,249.63,10,Skincare,0.41,1,39,0.0579,64.01,High,5,1,2,512,8,Potential Loyalists,1228.22,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2086,47,Female,Dubai,144800.0,5370.01,111.88,48,Haircare,0.4,11,7,0.0371,767.14,High,4,5,5,455,14,Champions,14719.88,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-2087,38,Female,Paris,79100.0,3593.15,211.36,17,Haircare,0.32,4,55,0.0454,65.33,Moderate,5,2,3,523,10,Potential Loyalists,1253.55,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2088,33,Non-Binary,Milan,78600.0,3144.01,224.57,14,Fragrance,0.15,37,26,0.04,120.92,Low,2,2,3,223,7,At Risk,2320.21,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2089,33,Male,Dubai,46400.0,2495.87,249.59,10,Haircare,0.18,13,36,0.0538,69.33,Low,4,1,2,412,7,Potential Loyalists,1330.3,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2090,35,Non-Binary,Tokyo,33100.0,2008.65,223.18,9,Makeup,0.46,51,52,0.0607,38.63,High,2,1,1,211,4,Lost Customers,741.23,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2091,35,Female,Dubai,81900.0,3118.79,129.95,24,Haircare,0.15,8,33,0.0381,94.51,Low,4,4,2,442,10,Potential Loyalists,1813.46,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2092,44,Female,London,73000.0,2458.61,136.59,18,Fragrance,0.17,80,32,0.0337,76.83,Low,1,2,2,122,5,At Risk,1474.21,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-2093,36,Female,Milan,85100.0,2907.5,153.03,19,Fragrance,0.07,25,58,0.0342,50.13,Low,3,3,2,332,8,Potential Loyalists,961.89,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2094,44,Male,Dubai,88100.0,3340.9,104.4,32,Fragrance,0.38,4,11,0.0379,303.72,High,5,5,3,553,13,Loyal Customers,5827.78,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-2095,35,Female,New York,172100.0,6795.741250000001,147.72,48,Skincare,0.25,17,29,0.0395,234.34,Moderate,4,5,5,455,14,Champions,4496.52,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-2096,36,Female,Tokyo,73100.0,2935.33,225.79,13,Makeup,0.62,8,30,0.0402,97.84,High,4,1,2,412,7,Potential Loyalists,1877.35,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2097,18,Female,Los Angeles,140300.0,5454.07,175.94,31,Skincare,0.5,7,44,0.0389,123.96,High,5,4,5,545,14,Champions,2378.54,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2098,46,Non-Binary,Milan,142500.0,5878.5,183.7,32,Bath & Body,0.08,24,28,0.0413,209.95,Low,3,5,5,355,13,Loyal Customers,4028.52,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-2099,39,Female,London,111400.0,4432.1,233.27,19,Makeup,0.09,39,20,0.0398,221.6,Low,2,3,4,234,9,Loyal Customers,4252.06,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-2100,46,Female,Los Angeles,76800.0,3210.77,188.87,17,Haircare,0.32,84,38,0.0418,84.49,Moderate,1,2,3,123,6,At Risk,1621.19,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-2101,18,Female,Dubai,37300.0,1992.3,199.23,10,Fragrance,0.18,24,10,0.0534,199.23,Low,3,1,1,311,5,Need Attention,3822.83,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-2102,58,Female,Los Angeles,101700.0,4146.19,218.22,19,Bath & Body,0.52,118,20,0.0408,207.31,High,1,3,4,134,8,Loyal Customers,3977.86,Silver Tier 🥈,2,Budget Conscious 💄
LUM-2103,34,Female,Los Angeles,120700.0,4694.66,99.89,47,Makeup,0.22,99,22,0.0389,213.39,Moderate,1,5,5,155,11,Loyal Customers,4094.53,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-2104,48,Female,Tokyo,146200.0,5400.57,142.12,38,Skincare,0.14,70,34,0.0369,158.84,Low,1,5,5,155,11,Loyal Customers,3047.82,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-2105,24,Female,Los Angeles,51800.0,2336.55,233.66,10,Fragrance,0.04,24,31,0.0451,75.37,Low,3,1,1,311,5,Need Attention,1446.2,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2106,42,Male,Los Angeles,76500.0,3505.82,233.72,15,Skincare,0.21,5,51,0.0458,68.74,Moderate,5,2,3,523,10,Potential Loyalists,1318.98,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2107,24,Female,Milan,52000.0,2854.6,237.88,12,Makeup,0.19,8,50,0.0549,57.09,Low,4,1,2,412,7,Potential Loyalists,1095.44,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2108,29,Male,Tokyo,62800.0,2785.68,154.76,18,Makeup,0.34,36,20,0.0444,139.28,Moderate,2,2,2,222,6,At Risk,2672.5,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-2109,57,Male,London,108300.0,4517.05,225.85,20,Bath & Body,0.26,19,9,0.0417,501.89,Moderate,3,3,4,334,10,Loyal Customers,9630.27,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-2110,33,Female,Dubai,61200.0,2722.92,87.84,31,Haircare,0.18,5,3,0.0445,907.64,Low,5,4,2,542,11,Potential Loyalists,17415.8,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-2111,38,Female,Tokyo,56200.0,2440.8,106.12,23,Skincare,0.23,22,30,0.0434,81.36,Moderate,3,3,2,332,8,Potential Loyalists,1561.14,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2112,45,Female,Tokyo,112900.0,4605.78,148.57,31,Bath & Body,0.55,1,35,0.0408,131.59,High,5,4,5,545,14,Champions,2524.95,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-2113,41,Male,Paris,100800.0,4384.8,162.4,27,Fragrance,0.35,46,52,0.0435,84.32,High,2,4,4,244,10,Loyal Customers,1617.93,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2114,37,Female,Tokyo,97300.0,3639.59,125.5,29,Haircare,0.53,2,6,0.0374,606.6,High,5,4,3,543,12,Loyal Customers,11639.44,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-2115,40,Female,Paris,62100.0,2238.08,139.88,16,Bath & Body,0.25,34,57,0.036,39.26,Moderate,2,2,1,221,5,At Risk,753.32,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2116,62,Female,Dubai,130300.0,4900.6,106.53,46,Skincare,0.53,55,22,0.0376,222.75,High,1,5,5,155,11,Loyal Customers,4274.13,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-2117,35,Female,Los Angeles,85500.0,3556.0,161.64,22,Makeup,0.22,4,55,0.0416,64.65,Moderate,5,3,3,533,11,Loyal Customers,1240.5,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2118,38,Female,Milan,168300.0,6651.46,214.56,31,Fragrance,0.18,25,54,0.0395,123.18,Low,3,4,5,345,12,Loyal Customers,2363.58,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2119,47,Female,Milan,90600.0,3374.15,187.45,18,Skincare,0.07,52,38,0.0372,88.79,Low,2,2,3,223,7,At Risk,1703.7,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2120,48,Male,Dubai,22000.0,523.43,104.69,5,Haircare,0.32,10,59,0.0238,8.87,Moderate,4,1,1,411,6,Lost Customers,170.2,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2121,49,Female,Dubai,22000.0,1117.17,159.6,7,Haircare,0.05,6,33,0.0508,33.85,Low,5,1,1,511,7,Lost Customers,649.51,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2122,43,Female,New York,106800.0,4179.83,199.04,21,Makeup,0.62,14,40,0.0391,104.5,High,4,3,4,434,11,Loyal Customers,2005.15,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2123,23,Female,Los Angeles,130500.0,4718.82,168.53,28,Makeup,0.17,28,30,0.0362,157.29,Low,3,4,5,345,12,Loyal Customers,3018.08,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-2124,53,Female,Dubai,57600.0,2289.17,143.07,16,Fragrance,0.5,29,5,0.0397,457.83,High,3,2,1,321,6,Need Attention,8784.84,Platinum Tier 💎,3,At-Risk Customers ⚠️
LUM-2125,23,Female,Tokyo,158500.0,6307.69,185.52,34,Fragrance,0.1,4,8,0.0398,788.46,Low,5,5,5,555,15,Champions,15128.97,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-2126,39,Male,Milan,143200.0,5535.44,240.67,23,Makeup,0.36,21,47,0.0387,117.78,High,3,3,5,335,11,Loyal Customers,2259.96,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2127,27,Female,London,92400.0,3837.69,95.94,40,Makeup,0.3,10,25,0.0415,153.51,Moderate,4,5,4,454,13,Champions,2945.55,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-2128,35,Female,Milan,103900.0,4029.8,143.92,28,Haircare,0.37,64,9,0.0388,447.76,High,1,4,4,144,9,Loyal Customers,8591.62,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-2129,39,Female,Paris,116300.0,4344.27,149.8,29,Makeup,0.41,13,58,0.0374,74.9,High,4,4,4,444,12,Champions,1437.18,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-2130,39,Female,Milan,151100.0,5679.63,177.49,32,Bath & Body,0.43,63,38,0.0376,149.46,High,1,5,5,155,11,Loyal Customers,2867.84,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-2131,40,Female,New York,108900.0,4461.16,106.22,42,Skincare,0.21,19,3,0.041,1487.05,Moderate,3,5,4,354,12,Loyal Customers,28533.52,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-2132,53,Female,Los Angeles,91600.0,3258.6,108.62,30,Makeup,0.08,45,8,0.0356,407.32,Low,2,4,3,243,9,Loyal Customers,7815.66,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-2133,40,Male,Dubai,108500.0,4792.55,129.53,37,Fragrance,0.18,24,26,0.0442,184.33,Low,3,5,5,355,13,Loyal Customers,3536.92,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-2134,33,Female,Los Angeles,103800.0,4305.46,239.19,18,Bath & Body,0.55,34,39,0.0415,110.4,High,2,2,4,224,8,At Risk,2118.36,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2135,46,Female,Dubai,117400.0,4448.24,202.19,22,Fragrance,0.3,17,47,0.0379,94.64,Moderate,4,3,4,434,11,Loyal Customers,1815.95,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2136,49,Female,Milan,30000.0,1794.02,199.34,9,Bath & Body,0.34,51,53,0.0598,33.85,Moderate,2,1,1,211,4,Lost Customers,649.51,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2137,22,Female,London,96100.0,4230.2,222.64,19,Makeup,0.08,19,38,0.044,111.32,Low,3,3,4,334,10,Loyal Customers,2136.01,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2138,42,Female,London,101100.0,3939.4,101.01,39,Skincare,0.38,21,26,0.039,151.52,High,3,5,4,354,12,Loyal Customers,2907.37,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-2139,43,Female,New York,82500.0,3322.52,221.5,15,Fragrance,0.08,25,40,0.0403,83.06,Low,3,2,3,323,8,Potential Loyalists,1593.76,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2140,32,Female,Paris,112400.0,4882.04,180.82,27,Bath & Body,0.35,62,47,0.0434,103.87,High,1,4,5,145,10,Loyal Customers,1993.06,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2141,51,Female,Milan,152200.0,6462.69,137.5,47,Haircare,0.25,37,31,0.0425,208.47,Moderate,2,5,5,255,12,Loyal Customers,4000.12,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-2142,34,Female,Dubai,89800.0,3651.83,214.81,17,Makeup,0.47,15,39,0.0407,93.64,High,4,2,3,423,9,Potential Loyalists,1796.76,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2143,37,Female,Milan,109200.0,3974.54,220.81,18,Skincare,0.37,38,47,0.0364,84.56,High,2,2,4,224,8,At Risk,1622.54,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2144,34,Female,New York,141200.0,5300.82,220.87,24,Makeup,0.17,35,34,0.0375,155.91,Low,2,4,5,245,11,Loyal Customers,2991.6,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-2145,36,Female,Tokyo,90700.0,3984.4,99.61,40,Haircare,0.3,93,27,0.0439,147.57,Moderate,1,5,4,154,10,Loyal Customers,2831.57,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-2146,23,Non-Binary,Tokyo,53900.0,2077.44,259.68,8,Skincare,0.67,64,12,0.0385,173.12,High,1,1,1,111,3,Lost Customers,3321.83,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-2147,20,Female,New York,106600.0,4168.52,245.21,17,Haircare,0.29,36,37,0.0391,112.66,Moderate,2,2,4,224,8,At Risk,2161.72,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2148,53,Female,Dubai,22000.0,1357.78,135.78,10,Makeup,0.59,14,57,0.0617,23.82,High,4,1,1,411,6,Lost Customers,457.06,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2149,26,Female,Los Angeles,22000.0,993.19,90.29,11,Bath & Body,0.14,52,27,0.0451,36.78,Low,2,1,1,211,4,Lost Customers,705.73,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2150,25,Male,New York,96700.0,4213.43,108.04,39,Makeup,0.21,29,29,0.0436,145.29,Moderate,3,5,4,354,12,Loyal Customers,2787.82,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-2151,18,Male,Dubai,22000.0,1478.19,246.36,6,Makeup,0.11,147,47,0.0672,31.45,Low,1,1,1,111,3,Lost Customers,603.46,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-2152,28,Female,London,39000.0,2467.86,176.28,14,Makeup,0.04,9,34,0.0633,72.58,Low,4,2,2,422,8,Potential Loyalists,1392.67,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2153,21,Non-Binary,New York,71700.0,3243.94,141.04,23,Fragrance,0.11,2,14,0.0452,231.71,Low,5,3,3,533,11,Loyal Customers,4446.05,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-2154,54,Female,Dubai,59800.0,2304.73,128.04,18,Haircare,0.27,2,6,0.0385,384.12,Moderate,5,3,1,531,9,Lost Customers,7370.49,Gold Tier 🥇,3,At-Risk Customers ⚠️
LUM-2155,47,Female,New York,79800.0,3452.11,123.29,28,Haircare,0.13,35,44,0.0433,78.46,Low,2,4,3,243,9,Loyal Customers,1505.49,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-2156,28,Male,New York,124000.0,5136.41,190.24,27,Haircare,0.11,98,28,0.0414,183.44,Low,1,4,5,145,10,Loyal Customers,3519.85,Silver Tier 🥈,2,Budget Conscious 💄
LUM-2157,60,Male,Los Angeles,93300.0,4077.34,151.01,27,Fragrance,0.16,1,5,0.0437,815.47,Low,5,4,4,544,13,Champions,15647.24,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-2158,46,Female,Los Angeles,55600.0,2212.95,245.88,9,Bath & Body,0.33,45,19,0.0398,116.47,Moderate,2,1,1,211,4,Lost Customers,2234.83,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2159,32,Female,Dubai,132400.0,4865.1,194.6,25,Makeup,0.28,37,11,0.0367,442.28,Moderate,2,4,5,245,11,Loyal Customers,8486.47,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-2160,18,Female,Dubai,35000.0,1383.11,230.52,6,Bath & Body,0.34,46,31,0.0395,44.62,Moderate,2,1,1,211,4,Lost Customers,856.17,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2161,61,Female,Paris,92800.0,4229.42,128.16,33,Fragrance,0.32,15,3,0.0456,1409.81,Moderate,4,5,4,454,13,Champions,27051.43,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-2162,20,Male,New York,31100.0,1775.36,93.44,19,Haircare,0.15,60,20,0.0571,88.77,Low,1,3,1,131,5,At Risk,1703.32,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2163,18,Female,Tokyo,93800.0,3536.63,160.76,22,Makeup,0.63,1,43,0.0377,82.25,High,5,3,3,533,11,Loyal Customers,1578.21,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2164,47,Female,New York,73800.0,3121.16,135.7,23,Skincare,0.35,49,55,0.0423,56.75,High,2,3,2,232,7,At Risk,1088.92,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2165,62,Female,New York,122900.0,4764.39,113.44,42,Skincare,0.36,10,22,0.0388,216.56,High,4,5,5,455,14,Champions,4155.35,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-2166,51,Female,Dubai,110200.0,4065.23,239.13,17,Bath & Body,0.29,22,59,0.0369,68.9,Moderate,3,2,4,324,9,Potential Loyalists,1322.05,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2167,42,Female,New York,64500.0,2768.36,153.8,18,Haircare,0.06,60,43,0.0429,64.38,Low,1,3,2,132,6,At Risk,1235.32,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2168,42,Female,Milan,57700.0,2576.71,112.03,23,Skincare,0.09,11,36,0.0447,71.58,Low,4,3,2,432,9,Potential Loyalists,1373.48,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2169,45,Non-Binary,New York,74000.0,3669.38,114.67,32,Bath & Body,0.07,7,53,0.0496,69.23,Low,5,5,3,553,13,Loyal Customers,1328.39,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-2170,44,Male,Milan,150600.0,5574.29,126.69,44,Fragrance,0.37,40,30,0.037,185.81,High,2,5,5,255,12,Loyal Customers,3565.32,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-2171,39,Female,Los Angeles,141700.0,4946.68,247.33,20,Bath & Body,0.16,26,50,0.0349,98.93,Low,3,3,5,335,11,Loyal Customers,1898.27,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2172,37,Male,Tokyo,51100.0,1973.81,123.36,16,Bath & Body,0.48,25,37,0.0386,53.35,High,3,2,1,321,6,Need Attention,1023.68,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2173,35,Male,Dubai,113000.0,4187.21,135.07,31,Bath & Body,0.27,10,18,0.0371,232.62,Moderate,4,4,4,444,12,Champions,4463.51,Silver Tier 🥈,1,Frequent Buyers 🛍️
